"Type","Name","Id","Path"
"UMLCollaboration","Registrar contrato de servicio","AAAAAAGBLupL46ISz/0=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Contrato de servicio","AAAAAAGBLupL46ITkDs=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar contrato de servicio"
"UMLSequenceDiagram","Agregar contrato de servicio","AAAAAAGBLupL46IUKW4=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar contrato de servicio/Agregar Contrato de servicio"
"UMLInteraction","Anular Contrato de servicio","AAAAAAGBNGLBC0etIRQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar contrato de servicio"
"UMLSequenceDiagram","Anular Contrato de servicio","AAAAAAGBNGLBC0euD6Q=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar contrato de servicio/Anular Contrato de servicio"
"UMLCollaboration","Generar Orden de Trabajo","AAAAAAGBLvBr469xSbQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Orden de Trabajo","AAAAAAGBLvBr469y0Z4=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo"
"UMLSequenceDiagram","Agregar Orden de Trabajo","AAAAAAGBLvBr469zq1M=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo/Agregar Orden de Trabajo"
"UMLInteraction","no usar","AAAAAAGBVOKoDUDvdFM=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo"
"UMLSequenceDiagram","Anular Orden de Trabajo","AAAAAAGBVOKoDUDwDKk=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo/no usar"
"UMLInteraction","Anular Orden de Trabajo","AAAAAAGdwkiHGly7XTw=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo"
"UMLSequenceDiagram","Anular Orden de Trabajo","AAAAAAGdwkiHGly84xE=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Generar Orden de Trabajo/Anular Orden de Trabajo"
"UMLCollaboration","Registrar Servicios y Registrar insumos utilizados","AAAAAAGBLvGVm7wc6Ts=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar servicios e insumos utilizados","AAAAAAGBLvGVm7wdsFg=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Servicios y Registrar insumos utilizados"
"UMLSequenceDiagram","Agregar servicios e insumos utilizados","AAAAAAGBLvGVm7weiiY=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Servicios y Registrar insumos utilizados/Agregar servicios e insumos utilizados"
"UMLInteraction","Anular servicios e insumos utilizados","AAAAAAGBVR77SaLep80=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Servicios y Registrar insumos utilizados"
"UMLSequenceDiagram","Anular servicios e insumos utilizados","AAAAAAGBVR77SaLf/8w=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Servicios y Registrar insumos utilizados/Anular servicios e insumos utilizados"
"UMLCollaboration","Registrar Reclamos de Clientes","AAAAAAGBLvMYHMjCSdQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Agregar Reclamos de Clientes","AAAAAAGBLvMYHMjDRec=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Reclamos de Clientes"
"UMLSequenceDiagram","Agregar Reclamos de Clientes","AAAAAAGBLvMYHMjEg3I=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Reclamos de Clientes/Agregar Reclamos de Clientes"
"UMLInteraction","Anular Reclamos de Clientes","AAAAAAGBVYmiTMsdyMk=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Reclamos de Clientes"
"UMLSequenceDiagram","Anular Reclamos de Clientes","AAAAAAGBVYmiTMseSgM=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Registrar Reclamos de Clientes/Anular Reclamos de Clientes"
"UMLCollaboration","Collaboration1","AAAAAAGdxH6ImImAxXo=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios"
"UMLInteraction","Interaction1","AAAAAAGdxH6ImImBvkY=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Collaboration1"
"UMLSequenceDiagram","SequenceDiagram1","AAAAAAGdxH6ImImCZIM=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de Servicios/Collaboration1/Interaction1"
"UMLPackage","GestiÃ³n de FacturaciÃ³n","AAAAAAGAqZZLUUTbeC0=","/taller_analisis/Diagramas/Diagrama de Secuencia"
"UMLCollaboration","Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar","AAAAAAGBLwethNWVZJk=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n"
"UMLInteraction","Apertura de Caja","AAAAAAGBLwethNWWIEQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar"
"UMLSequenceDiagram","Apertura de Caja","AAAAAAGBLwethNWXdeY=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar/Apertura de Caja"
"UMLInteraction","Cierre de Caja","AAAAAAGBNRmVa6oxnuc=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar"
"UMLSequenceDiagram","Cierre de Caja","AAAAAAGBNRmVa6oykwQ=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Registrar apertura de caja Generar cierre de caja Generar recaudaciones a depositar/Cierre de Caja"
"UMLCollaboration","Generar el arqueo de caja","AAAAAAGBLxmJJ+NIyjw=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n"
"UMLInteraction","Agregar arqueo de caja","AAAAAAGBLxmJJ+NJrhE=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Generar el arqueo de caja"
"UMLSequenceDiagram","Agregar arqueo de Caja","AAAAAAGBLxmJJ+NKGXE=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Generar el arqueo de caja/Agregar arqueo de caja"
"UMLInteraction","Anular Arqueo de Caja","AAAAAAGBWSgAJdPQ0j8=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Generar el arqueo de caja"
"UMLSequenceDiagram","Anular Arqueo de Caja","AAAAAAGBWSgAJdPRY2A=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Generar el arqueo de caja/Anular Arqueo de Caja"
"UMLCollaboration","Gestionar Ventas","AAAAAAGBLxxA1O+ry9I=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n"
"UMLInteraction","Agregar Venta","AAAAAAGBLxxA1O+smLo=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Gestionar Ventas"
"UMLSequenceDiagram","Agregar Venta","AAAAAAGBLxxA1O+tS/s=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Gestionar Ventas/Agregar Venta"
"UMLInteraction","Anular Venta","AAAAAAGBNTzLEdh368Y=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Gestionar Ventas"
"UMLSequenceDiagram","Anular Venta","AAAAAAGBNTzLEdh4iso=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Gestionar Ventas/Anular Venta"
"UMLCollaboration","Gestionar las cobranzas por forma de cobro","AAAAAAGBLx0b0PxQWMY=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n"
"UMLInteraction","Agregar Cobro","AAAAAAGBLx0b0PxRuDg=","/taller_analisis/Diagramas/Diagrama de Secuencia/GestiÃ³n de FacturaciÃ³n/Gestionar las cobranzas por forma de cobro"
